book,lex,sp,vs,vt,ctyp,ptyp,gloss
2_chr,לא,nega,,,,NegP,not
2_chr,שׁאל,verb,qal,perf,,VP,ask
2_chr,ו,conj,,,Way0,CP,and
2_chr,שׁאל,verb,qal,wayq,,VP,ask
2_chr,ל,prep,,,,PP,to
2_chr,חכמה,subs,,,,NP,wisdom
2_chr,ו,conj,,,,,and
2_chr,מדע,subs,,,,,knowledge
2_chr,אשׁר,conj,,,xYq0,CP,<relative>
2_chr,שׁפט,verb,qal,impf,,VP,judge
2_chr,את,prep,,,,PP,<object marker>
2_chr,עמ,subs,,,,,people
2_chr,אשׁר,conj,,,xQt0,CP,<relative>
2_chr,מלכ,verb,hif,perf,,VP,be king
2_chr,על,prep,,,,PP,upon
2_chr,ה,art,,,Ptcp,NP,the
2_chr,חכמה,subs,,,,,wisdom
2_chr,ו,conj,,,,,and
2_chr,ה,art,,,,,the
2_chr,מדע,subs,,,,,knowledge
2_chr,נתנ,verb,qal,ptcp,,VP,give
2_chr,ל,prep,,,,PP,to
2_chr,ו,conj,,,WxY0,CP,and
2_chr,עשׁר,subs,,,,NP,riches
2_chr,ו,conj,,,,,and
2_chr,נכסימ,subs,,,,,riches
2_chr,ו,conj,,,,,and
2_chr,כבוד,subs,,,,,weight
2_chr,נתנ,verb,qal,impf,,VP,give
2_chr,ל,prep,,,,PP,to
2_chr,אשׁר,conj,,,xQt0,CP,<relative>
2_chr,לא,nega,,,,NegP,not
2_chr,היה,verb,qal,perf,,VP,be
2_chr,כנ,advb,,,,AdvP,thus
2_chr,ל,prep,,,,PP,to
2_chr,ה,art,,,,,the
2_chr,מלכ,subs,,,,,king
2_chr,אשׁר,conj,,,NmCl,CP,<relative>
2_chr,ל,prep,,,,PP,to
2_chr,פנה,subs,,,,,face
2_chr,ו,conj,,,WxY0,CP,and
2_chr,אחר,subs,,,,PP,after
2_chr,לא,nega,,,,NegP,not
2_chr,היה,verb,qal,impf,,VP,be
2_chr,כנ,advb,,,,AdvP,thus
2_chr,ו,conj,,,WayX,CP,and
2_chr,בוא,verb,qal,wayq,,VP,come
2_chr,שׁלמה,nmpr,,,,PrNP,Solomon
2_chr,ל,prep,,,,PP,to
2_chr,ה,art,,,,,the
2_chr,במה,subs,,,,,high place
2_chr,אשׁר,conj,,,NmCl,CP,<relative>
2_chr,ב,prep,,,,PP,in
2_chr,גבעונ,nmpr,,,,,Gibeon
2_chr,ירושׁלמ,nmpr,,,WayX,PrNP,Jerusalem
2_chr,מנ,prep,,,Ellp,PP,from
2_chr,ל,prep,,,,,to
2_chr,פנה,subs,,,,,face
2_chr,אהל,subs,,,,,tent
2_chr,מועד,subs,,,,,appointment
2_chr,ו,conj,,,Way0,CP,and
2_chr,מלכ,verb,qal,wayq,,VP,be king
2_chr,על,prep,,,,PP,upon
2_chr,ישׂראל,nmpr,,,,,Israel
2_chr,ו,conj,,,WayX,CP,and
2_chr,אספ,verb,qal,wayq,,VP,gather
2_chr,שׁלמה,nmpr,,,,PrNP,Solomon
2_chr,רכב,subs,,,,NP,chariot
2_chr,ו,conj,,,,,and
2_chr,פרשׁ,subs,,,,,horseman
2_chr,ו,conj,,,WayX,CP,and
2_chr,היה,verb,qal,wayq,,VP,be
2_chr,ל,prep,,,,PP,to
2_chr,אלפ,subs,,,,NP,thousand
2_chr,ו,conj,,,,,and
2_chr,ארבע,subs,,,,,four
2_chr,מאה,subs,,,,,hundred
2_chr,רכב,subs,,,,,chariot
2_chr,ו,conj,,,,,and
2_chr,שׁנימ,subs,,,,,two
2_chr,עשׂר,subs,,,,,-teen
2_chr,אלפ,subs,,,,,thousand
2_chr,פרשׁ,subs,,,,,horseman
2_chr,ו,conj,,,Way0,CP,and
2_chr,נוח,verb,hif,wayq,,VP,settle
2_chr,ב,prep,,,,PP,in
2_chr,עיר,subs,,,,,town
2_chr,ה,art,,,,,the
2_chr,רכב,subs,,,,,chariot
2_chr,ו,conj,,,,,and
2_chr,עמ,prep,,,,,with
2_chr,ה,art,,,,,the
2_chr,מלכ,subs,,,,,king
2_chr,ב,prep,,,,,in
2_chr,ירושׁלמ,nmpr,,,,,Jerusalem
2_chr,ו,conj,,,WayX,CP,and
2_chr,נתנ,verb,qal,wayq,,VP,give
2_chr,ה,art,,,,NP,the
2_chr,מלכ,subs,,,,,king
2_chr,את,prep,,,,PP,<object marker>
2_chr,ה,art,,,,,the
2_chr,כספ,subs,,,,,silver
2_chr,ו,conj,,,,,and
2_chr,את,prep,,,,,<object marker>
2_chr,ה,art,,,,,the
2_chr,זהב,subs,,,,,gold
2_chr,ב,prep,,,,PP,in
2_chr,ירושׁלמ,nmpr,,,,,Jerusalem
2_chr,כ,prep,,,,PP,as
2_chr,ה,art,,,,,the
2_chr,אבנ,subs,,,,,stone
2_chr,ו,conj,,,WxQ0,CP,and
2_chr,את,prep,,,,PP,<object marker>
2_chr,ה,art,,,,,the
2_chr,ארז,subs,,,,,cedar
2_chr,נתנ,verb,qal,perf,,VP,give
2_chr,כ,prep,,,,PP,as
2_chr,ה,art,,,,,the
2_chr,שׁקמה,subs,,,,,sycomore
2_chr,אשׁר,conj,,,NmCl,CP,<relative>
2_chr,ב,prep,,,,PP,in
2_chr,ה,art,,,,,the
2_chr,שׁפלה,subs,,,,,low land
2_chr,ל,prep,,,,PP,to
2_chr,רב,subs,,,,,multitude
2_chr,ו,conj,,,NmCl,CP,and
2_chr,מוצא,subs,,,,NP,issue
2_chr,ה,art,,,,,the
2_chr,סוס,subs,,,,,horse
2_chr,אשׁר,conj,,,NmCl,CP,<relative>
2_chr,ל,prep,,,,PP,to
2_chr,שׁלמה,nmpr,,,,,Solomon
2_chr,מנ,prep,,,NmCl,PP,from
2_chr,מצרימ,nmpr,,,,,Egypt
2_chr,ו,conj,,,,,and
2_chr,מנ,prep,,,,,from
2_chr,קוא,nmpr,,,,,Kue
2_chr,סחר,verb,qal,ptca,XYqt,NP,go about
2_chr,ה,art,,,,,the
2_chr,מלכ,subs,,,,,king
2_chr,מנ,prep,,,,PP,from
2_chr,קוא,nmpr,,,,,Kue
2_chr,לקח,verb,qal,impf,,VP,take
2_chr,ב,prep,,,,PP,in
2_chr,מחיר,subs,,,,,price
2_chr,ו,conj,,,Way0,CP,and
2_chr,עלה,verb,hif,wayq,,VP,ascend
2_chr,ו,conj,,,Way0,CP,and
2_chr,יצא,verb,hif,wayq,,VP,go out
2_chr,מנ,prep,,,,PP,from
2_chr,מצרימ,nmpr,,,,,Egypt
2_chr,מרכבה,subs,,,,NP,chariot
2_chr,ב,prep,,,,PP,in
2_chr,שׁשׁ,subs,,,,,six
2_chr,מאה,subs,,,,,hundred
2_chr,כספ,subs,,,,,silver
2_chr,ו,conj,,,Ellp,CP,and
2_chr,סוס,subs,,,,NP,horse
2_chr,ב,prep,,,,PP,in
2_chr,חמשׁ,subs,,,,,five
2_chr,ו,conj,,,,,and
2_chr,מאה,subs,,,,,hundred
2_chr,ו,conj,,,NmCl,CP,and
2_chr,כנ,advb,,,,AdvP,thus
2_chr,ל,prep,,,,PP,to
2_chr,כל,subs,,,,,whole
2_chr,מלכ,subs,,,,,king
2_chr,ה,art,,,,,the
2_chr,חתי,adjv,,,,,Hittite
2_chr,ו,conj,,,,,and
2_chr,מלכ,subs,,,,,king
2_chr,ארמ,nmpr,,,,,Aram
2_chr,ב,prep,,,xYq0,PP,in
2_chr,יד,subs,,,,,hand
2_chr,יצא,verb,hif,impf,,VP,go out
2_chr,ו,conj,,,WayX,CP,and
2_chr,אמר,verb,qal,wayq,,VP,say
2_chr,שׁלמה,nmpr,,,,PrNP,Solomon
2_chr,ל,prep,,,InfC,VP,to
2_chr,בנה,verb,qal,infc,,,build
2_chr,בית,subs,,,,NP,house
2_chr,ל,prep,,,,,to
2_chr,שׁמ,subs,,,,,name
2_chr,יהוה,nmpr,,,,,YHWH
2_chr,ו,conj,,,,,and
2_chr,בית,subs,,,,,house
2_chr,ל,prep,,,,,to
2_chr,מלכות,subs,,,,,kingship
2_chr,ו,conj,,,WayX,CP,and
2_chr,ספר,verb,qal,wayq,,VP,count
2_chr,שׁלמה,nmpr,,,,PrNP,Solomon
2_chr,שׁבע,subs,,,,NP,seven
2_chr,אלפ,subs,,,,,thousand
2_chr,אישׁ,subs,,,,,man
2_chr,סבל,subs,,,,,bearer
2_chr,ו,conj,,,,,and
2_chr,שׁמנה,subs,,,,,eight
2_chr,אלפ,subs,,,,,thousand
2_chr,אישׁ,subs,,,,,man
2_chr,חצב,verb,qal,ptca,Ptcp,VP,hew
2_chr,ב,prep,,,,PP,in
2_chr,ה,art,,,,,the
2_chr,הר,subs,,,,,mountain
2_chr,ו,conj,,,NmCl,CP,and
2_chr,נצח,verb,piel,ptca,,NP,prevail
2_chr,על,prep,,,,,upon
2_chr,שׁלשׁ,subs,,,,NP,three
2_chr,אלפ,subs,,,,,thousand
2_chr,ו,conj,,,,,and
2_chr,שׁשׁ,subs,,,,,six
2_chr,מאה,subs,,,,,hundred
2_chr,ו,conj,,,WayX,CP,and
2_chr,שׁלח,verb,qal,wayq,,VP,send
2_chr,שׁלמה,nmpr,,,,PrNP,Solomon
2_chr,אל,prep,,,,PP,to
2_chr,חירמ,nmpr,,,,,Hiram
2_chr,מלכ,subs,,,,,king
2_chr,צר,nmpr,,,,,Tyrus
2_chr,ל,prep,,,InfC,VP,to
2_chr,אמר,verb,qal,infc,,,say
2_chr,כ,prep,,,xQt0,CP,as
2_chr,אשׁר,conj,,,,,<relative>
2_chr,עשׂה,verb,qal,perf,,VP,make
2_chr,עמ,prep,,,,PP,with
2_chr,דוד,nmpr,,,,,David
2_chr,אב,subs,,,,,father
2_chr,ו,conj,,,Way0,CP,and
2_chr,שׁלח,verb,qal,wayq,,VP,send
2_chr,ל,prep,,,,PP,to
2_chr,ארז,subs,,,,NP,cedar
2_chr,ל,prep,,,InfC,VP,to
2_chr,בנה,verb,qal,infc,,,build
2_chr,ל,prep,,,,PP,to
2_chr,בית,subs,,,,NP,house
2_chr,ל,prep,,,InfC,VP,to
2_chr,ישׁב,verb,qal,infc,,,sit
2_chr,ב,prep,,,,PP,in
2_chr,הנה,intj,,,Ptcp,InjP,behold
2_chr,אני,prps,,,,PPrP,i
2_chr,בנה,verb,qal,ptca,,VP,build
2_chr,בית,subs,,,,NP,house
2_chr,ל,prep,,,,PP,to
2_chr,שׁמ,subs,,,,,name
2_chr,יהוה,nmpr,,,,,YHWH
2_chr,אלהימ,subs,,,,,god(s)
2_chr,ל,prep,,,InfC,VP,to
2_chr,קדשׁ,verb,hif,infc,,,be holy
2_chr,ל,prep,,,,PP,to
2_chr,ל,prep,,,InfC,VP,to
2_chr,קטר,verb,hif,infc,,,smoke
2_chr,ל,prep,,,,PP,to
2_chr,פנה,subs,,,,,face
2_chr,קטרת,subs,,,,NP,smoke of sacrifice
2_chr,סמ,subs,,,,,perfume
2_chr,ו,conj,,,,,and
2_chr,מערכת,subs,,,,,row
2_chr,תמיד,subs,,,,,continuity
2_chr,ו,conj,,,,,and
2_chr,עלה,subs,,,,,burnt-offering
2_chr,ל,prep,,,,,to
2_chr,ה,art,,,,,the
2_chr,בקר,subs,,,,,morning
2_chr,ו,conj,,,,,and
2_chr,ל,prep,,,,,to
2_chr,ה,art,,,,,the
2_chr,ערב,subs,,,,,evening
2_chr,ל,prep,,,,PP,to
2_chr,ה,art,,,,,the
2_chr,שׁבת,subs,,,,,sabbath
2_chr,ו,conj,,,,,and
2_chr,ל,prep,,,,,to
2_chr,ה,art,,,,,the
2_chr,חדשׁ,subs,,,,,month
2_chr,ו,conj,,,,,and
2_chr,ל,prep,,,,,to
2_chr,מועד,subs,,,,,appointment
2_chr,יהוה,nmpr,,,,,YHWH
2_chr,אלהימ,subs,,,,,god(s)
2_chr,ל,prep,,,NmCl,PP,to
2_chr,עולמ,subs,,,,,eternity
2_chr,זאת,prde,,,,DPrP,this
2_chr,על,prep,,,,PP,upon
2_chr,ישׂראל,nmpr,,,,,Israel
2_chr,ו,conj,,,AjCl,CP,and
2_chr,ה,art,,,,NP,the
2_chr,בית,subs,,,,,house
2_chr,אשׁר,conj,,,Ptcp,CP,<relative>
2_chr,אני,prps,,,,PPrP,i
2_chr,בנה,verb,qal,ptca,,VP,build
2_chr,גדול,adjv,,,AjCl,AdjP,great
2_chr,כי,conj,,,AjCl,CP,that
2_chr,גדול,adjv,,,,AdjP,great
2_chr,אלהימ,subs,,,,NP,god(s)
2_chr,מנ,prep,,,,PP,from
2_chr,כל,subs,,,,,whole
2_chr,ה,art,,,,,the
2_chr,אלהימ,subs,,,,,god(s)
2_chr,ו,conj,,,WXYq,CP,and
2_chr,מי,prin,,,,IPrP,who
2_chr,עצר,verb,qal,impf,,VP,restrain
2_chr,כח,subs,,,,NP,strength
2_chr,ל,prep,,,InfC,VP,to
2_chr,בנה,verb,qal,infc,,,build
2_chr,ל,prep,,,,PP,to
2_chr,בית,subs,,,,NP,house
2_chr,כי,conj,,,XYqt,CP,that
2_chr,ה,art,,,,NP,the
2_chr,שׁמימ,subs,,,,,heavens
2_chr,ו,conj,,,,,and
2_chr,שׁמימ,subs,,,,,heavens
2_chr,ה,art,,,,,the
2_chr,שׁמימ,subs,,,,,heavens
2_chr,לא,nega,,,,NegP,not
2_chr,כול,verb,piel,impf,,VP,comprehend
2_chr,ו,conj,,,NmCl,CP,and
2_chr,מי,prin,,,,IPrP,who
2_chr,אני,prps,,,,PPrP,i
2_chr,אשׁר,conj,,,xYq0,CP,<relative>
2_chr,בנה,verb,qal,impf,,VP,build
2_chr,ל,prep,,,,PP,to
2_chr,בית,subs,,,,NP,house
2_chr,כי,conj,,,InfC,CP,that
2_chr,אמ,conj,,,,,if
2_chr,ל,prep,,,,VP,to
2_chr,קטר,verb,hif,infc,,,smoke
2_chr,ל,prep,,,,PP,to
2_chr,פנה,subs,,,,,face
2_chr,ו,conj,,,MSyn,CP,and
2_chr,עתה,advb,,,,AdvP,now
2_chr,שׁלח,verb,qal,impv,ZIm0,VP,send
2_chr,ל,prep,,,,PP,to
2_chr,אישׁ,subs,,,,NP,man
2_chr,חכמ,adjv,,,,,wise
2_chr,ל,prep,,,InfC,VP,to
2_chr,עשׂה,verb,qal,infc,,,make
2_chr,ב,prep,,,,PP,in
2_chr,ה,art,,,,,the
2_chr,זהב,subs,,,,,gold
2_chr,ו,conj,,,,,and
2_chr,ב,prep,,,,,in
2_chr,ה,art,,,,,the
2_chr,כספ,subs,,,,,silver
2_chr,ו,conj,,,,,and
2_chr,ב,prep,,,,,in
2_chr,ה,art,,,,,the
2_chr,נחשׁת,subs,,,,,bronze
2_chr,ו,conj,,,,,and
2_chr,ב,prep,,,,,in
2_chr,ה,art,,,,,the
2_chr,ברזל,subs,,,,,iron
2_chr,ו,conj,,,,,and
2_chr,ב,prep,,,,,in
2_chr,ה,art,,,,,the
2_chr,ארגונ,subs,,,,,<uncertain>
2_chr,ו,conj,,,,,and
2_chr,כרמיל,subs,,,,,carmesine
2_chr,ו,conj,,,,,and
2_chr,תכלת,subs,,,,,purple wool
2_chr,ו,conj,,,ZIm0,NP,and
2_chr,ידע,verb,qal,ptca,,,know
2_chr,ל,prep,,,InfC,VP,to
2_chr,פתח,verb,piel,infc,,,engrave
2_chr,פתוח,subs,,,,NP,engraving
2_chr,עמ,prep,,,,PP,with
2_chr,ה,art,,,,,the
2_chr,חכמ,adjv,,,,,wise
2_chr,אשׁר,conj,,,NmCl,CP,<relative>
2_chr,עמ,prep,,,,PP,with
2_chr,ב,prep,,,,PP,in
2_chr,יהודה,nmpr,,,,,Judah
2_chr,ו,conj,,,,,and
2_chr,ב,prep,,,,,in
2_chr,ירושׁלמ,nmpr,,,,,Jerusalem
2_chr,אשׁר,conj,,,xQtX,CP,<relative>
2_chr,כונ,verb,hif,perf,,VP,be firm
2_chr,דוד,nmpr,,,,PrNP,David
2_chr,אב,subs,,,,,father
2_chr,ו,conj,,,WIm0,CP,and
2_chr,שׁלח,verb,qal,impv,,VP,send
2_chr,ל,prep,,,,PP,to
2_chr,עצ,subs,,,,NP,tree
2_chr,ארז,subs,,,,,cedar
2_chr,ברושׁ,subs,,,,,juniper
2_chr,ו,conj,,,,,and
2_chr,אלמגימ,subs,,,,,almug wood
2_chr,מנ,prep,,,,PP,from
2_chr,ה,art,,,,,the
2_chr,לבנונ,nmpr,,,,,Lebanon
2_chr,כי,conj,,,XQtl,CP,that
2_chr,אני,prps,,,,PPrP,i
2_chr,ידע,verb,qal,perf,,VP,know
2_chr,אשׁר,conj,,,Ptcp,CP,<relative>
2_chr,עבד,subs,,,,NP,servant
